"time","hazard","cumulative_hazard"
0,0.00156780631195632,0.00156780631195632
1,0.00273478903126322,0.00430259534321954
2,0.00165006749967682,0.00595266284289635
3,0.000790953417449124,0.00674361626034548
4,0.000645307624262504,0.00738892388460798
5,0.000645845046292323,0.00803476893090031
6,0.00052886896055784,0.00856363789145815
7,0.000529274482310285,0.00909291237376843
8,0.000529601886205161,0.00962251425997359
9,0.000633183289289371,0.010255697549263
10,0.000648295045963664,0.0109039925952266
11,0.000442465041209365,0.011346457636436
12,0.000339431318099806,0.0116858889545358
13,0.000280538488826004,0.0119664274433618
14,0.000324940736898463,0.0122913681802603
15,0.000413789794534707,0.012705157974795
16,0.000369657547943183,0.0130748155227382
17,0.000221932200259834,0.013296747722998
18,0.000266425961936097,0.0135631736849341
19,0.000281310555516796,0.0138444842404509
20,0.000177754922926892,0.0140222391633778
21,0.000133351040023287,0.0141555902034011
22,0.000148199130105673,0.0143037893335067
23,0.000207522336805141,0.0145113116703119
24,0.000222405495338345,0.0147337171656502
25,0.000266976225705814,0.015000693391356
26,0.000252213960399251,0.0152529073517553
27,0.000178119547585332,0.0154310268993406
28,0.000237598484457015,0.0156686253837976
29,0.000252541363764677,0.0159211667475623
30,0.00016347630997857,0.0160846430575409
31,0.000193265556911772,0.0162779086144526
32,0.000252790451374718,0.0165306990658274
33,0.000178496334459599,0.016709195400287
34,8.92725346572157e-05,0.0167984679349442
35,0.000193458185138037,0.0169919261200822
36,0.000253042089074212,0.0172449682091564
37,0.00016381871157314,0.0174087869207296
38,0.000134067200621122,0.0175428541213507
39,0.000104298004050672,0.0176471521254014
40,0.000119219304364555,0.0177663714297659
41,0.000134139578419495,0.0179005110081854
42,0.000104349950409279,0.0180048609585947
43,0.000178917100556869,0.0181837780591516
44,0.000149110545726926,0.0183328886048785
45,0.000134265211984806,0.0184671538168633
46,0.000238734990358112,0.0187058888072214
47,0.000179106216896142,0.0188849950241175
48,0.00016424960024719,0.0190492446243647
49,0.000149347473230241,0.019198592097595
50,0.000119522812368898,0.0193181149099639
51,0.000134488116269309,0.0194526030262332
52,0.000149469007133078,0.0196020720333663
53,0.000164456789832339,0.0197665288231986
54,0.000149559546977873,0.0199160883701765
55,0.000209432382641636,0.0201255207528181
56,0.000179545889506749,0.0203050666423249
57,0.000164671025433286,0.0204697376677581
58,0.000164698921705508,0.0206344365894637
59,0.000119829870829941,0.0207542664602936
60,0.000119848006740617,0.0208741144670342
61,0.000164840241423402,0.0210389547084576
62,0.000149872523949813,0.0211888272324074
63,7.49573913202579e-05,0.0212637846237277
64,8.99567087883843e-05,0.0213537413325161
65,0.000104963467220061,0.0214587047997361
66,0.000164969385118476,0.0216236741848546
67,0.000149998761729976,0.0217736729465846
68,0.000105032346103647,0.0218787052926882
69,0.000150067460034802,0.022028772752723
70,0.000120071489849827,0.0221488442425729
71,0.000120107217155819,0.0222689514597287
72,0.000210229420037952,0.0224791808797666
73,0.000210292822342865,0.0226894737021095
74,0.000135233255465762,0.0228247069575753
75,9.01817214459186e-05,0.0229148886790212
76,0.000165364688785478,0.0230802533678067
77,0.00024058968739981,0.0233208430552065
78,0.000150411222770028,0.0234712542779765
79,0.000105327801458228,0.0235765820794347
80,0.000150495284935638,0.0237270773643704
81,0.000150536660659697,0.0238776140250301
82,0.000150572893328444,0.0240281869183585
83,0.000135551987030677,0.0241637389053892
84,0.000195852405181746,0.0243595913105709
85,0.00024110731687061,0.0246006986274415
86,0.00027138185745719,0.0248720804848987
87,0.000256400033236022,0.0251284805181347
88,0.000165998816204022,0.0252944793343388
89,0.000241529286161196,0.0255360086205
90,0.000483305059623445,0.0260193136801234
91,0.000407996562646954,0.0264273102427704
92,0.000121014027549184,0.0265483242703195
93,0.000105925107265196,0.0266542493775847
94,0.00012106853087519,0.0267753179084599
95,0.000105956524039885,0.0268812744324998
96,0.000151403259976451,0.0270326776924763
97,0.00012114731873631,0.0271538250112126
98,7.57429740449247e-05,0.0272295679852575
99,0.000121208459742797,0.0273507764450003
100,0.000121229384488379,0.0274720058294887
101,0.000136423024973784,0.0276084288544625
102,0.000121281555460227,0.0277297104099227
103,6.06584589234599e-05,0.0277903688688462
104,4.54973203124244e-05,0.0278358661891586
105,6.06686777258926e-05,0.0278965348668845
106,0.000106178748919591,0.0280027136158041
107,0.000136536271320598,0.0281392498871247
108,9.10368523524274e-05,0.0282302867394771
109,7.58905805742088e-05,0.0283061773200513
110,9.10754873931288e-05,0.0283972528074444
111,7.59083779214784e-05,0.0284731611853659
112,0.000121467738238398,0.0285946289236043
113,0.000121490393790991,0.0287161193173953
114,6.07616496964974e-05,0.0287768809670918
115,4.55797770663527e-05,0.0288224607441581
116,9.1166929191585e-05,0.0289136276733497
117,0.000121574738080384,0.0290352024114301
118,0.000121601801438206,0.0291568042128683
119,0.000152038975695625,0.0293088431885639
120,0.000121657913132307,0.0294305011016962
121,0.000106495119303125,0.0295369962209994
122,9.12892406762199e-05,0.0296282854616756
123,4.56611989435862e-05,0.0296739466606192
124,7.61065176111062e-05,0.0297500531782303
125,0.000137010428717561,0.0298870636069478
126,0.000167493003897325,0.0300545566108452
127,0.000106616677249288,0.0301611732880945
128,0.000106647910466585,0.030267821198561
129,0.000106658992979472,0.0303744801915405
130,6.09629969657993e-05,0.0304354431885063
131,0.000106695984281036,0.0305421391727873
132,0.000106705210463562,0.0306488443832509
133,4.57411772670849e-05,0.030694585560518
134,6.09981854467929e-05,0.0307555837459648
135,0.000122008885719071,0.0308775926316839
136,5.33842360465539e-05,0.0309309768677304
137,5.33842360465539e-05,0.030984361103777
138,0.000106786576427188,0.0310911476802042
139,0.00012205362132274,0.0312132013015269
140,6.1037379785675e-05,0.0312742386813126
141,6.10462613949009e-05,0.0313352849427075
142,0.000122105441889647,0.0314573903845971
143,0.000122123744340841,0.031579514128938
144,7.63436093963177e-05,0.0316558577383343
145,4.58109748712604e-05,0.0317016687132055
146,9.16283604268445e-05,0.0317932970736324
147,0.000137454097255268,0.0319307511708877
148,0.000152756850603807,0.0320835080214915
149,0.000137504138834968,0.0322210121603264
150,0.000168113402201554,0.032389125562528
151,0.000183426006132546,0.0325725515686605
152,0.000137615353687739,0.0327101669223483
153,0.000122349236797187,0.0328325161591455
154,0.000122383490214789,0.0329548996493602
155,0.000107095092838794,0.033061994742199
156,6.12063540107316e-05,0.0331232010962098
157,4.59077796655244e-05,0.0331691088758753
158,6.12154295572265e-05,0.0332303243054325
159,0.000153059890747605,0.0333833841961801
160,0.000153082233617471,0.0335364664297976
161,9.18753542578712e-05,0.0336283417840555
162,9.18880585205201e-05,0.033720229842576
163,0.000153165757714048,0.03387339560029
164,0.000137863089037675,0.0340112586893277
165,0.000107265531624531,0.0341185242209522
166,9.19494826970568e-05,0.0342104737036493
167,4.59870152082972e-05,0.0342564607188576
168,6.13207156085482e-05,0.0343177814344661
169,6.13264629723762e-05,0.0343791078974385
170,9.19984105194616e-05,0.034471106307958
171,0.000138018131574387,0.0346091244395324
172,0.000138043150768895,0.0347471675903013
173,9.20447985527234e-05,0.034839212388854
174,6.13756176769398e-05,0.0349005880065309
175,7.67268083291667e-05,0.0349773148148601
176,9.20807833089329e-05,0.035069395598169
177,0.00013815472022724,0.0352075503183963
178,0.00015353492324844,0.0353610852416447
179,0.000122862913153839,0.0354839481547985
180,0.00012289042183896,0.0356068385766375
181,0.000107547896599801,0.0357143864732373
182,0.000138302784688737,0.035852689257926
183,0.000131429166007661,0.0359841184239337
184,9.80634671707281e-05,0.0360821818911044
185,6.86527182977292e-05,0.0361508346094022
186,6.86527182977292e-05,0.0362194873276999
187,0.000156958011767239,0.0363764453394671
188,0.000117748905403121,0.0364941942448702
189,4.90729757129452e-05,0.0365432672205832
190,4.90729757129521e-05,0.0365923401962961
191,9.81633383306674e-05,0.0366905035346268
192,9.81633383306674e-05,0.0367886668729575
193,0.000235642952966852,0.0370243098259243
194,0.000137505435626351,0.0371618152615507
195,9.82536576265639e-05,0.0372600689191772
196,9.82670780447573e-05,0.037358335997222
197,7.8627502842113e-05,0.0374369635000641
198,9.82993775211077e-05,0.0375352628775852
199,9.83196566690381e-05,0.0376335825342543
200,5.90078170629796e-05,0.0376925903513172
201,3.93455979010096e-05,0.0377319359492183
202,3.93455979010027e-05,0.0377712815471193
203,0.000157399520116008,0.0379286810672353
204,0.000157430250276092,0.0380861113175114
205,9.84245390514837e-05,0.0381845358565628
206,9.84437389501408e-05,0.038282979595513
207,7.8761583572784e-05,0.0383617411790858
208,5.90805978607639e-05,0.0384208217769465
209,3.9389351869118e-05,0.0384602111288156
210,3.9389351869118e-05,0.0384996004806848
211,9.84840767552092e-05,0.03859808455744
212,9.84986748085032e-05,0.0386965832322485
213,0.000118226069430516,0.038814809301679
214,0.000137950115136551,0.0389527594168155
215,0.000118267139059325,0.0390710265558749
216,7.8854230595185e-05,0.0391498807864701
217,9.8591466938025e-05,0.0392484722534081
218,4.92997860991676e-05,0.0392977720395072
219,4.92997860991676e-05,0.0393470718256064
220,3.94511326017935e-05,0.0393865229582082
221,3.94511326017935e-05,0.03942597409081
222,7.89067297890175e-05,0.039504880820599
223,7.89201216373006e-05,0.0395838009422363
224,9.8659280837049e-05,0.0396824602230734
225,7.89429799473301e-05,0.0397614032030207
226,7.8954280309837e-05,0.0398403574833305
227,7.89683829662824e-05,0.0399193258662968
228,5.92356133128358e-05,0.0399785614796097
229,5.92443239707807e-05,0.0400378058035804
230,5.92480190686751e-05,0.0400970538226491
231,5.92558727462583e-05,0.0401563096953954
232,9.8769561267871e-05,0.0402550792566632
233,0.000118534981515053,0.0403736142381783
234,7.903164343636e-05,0.0404526458816147
235,5.92844384119245e-05,0.0405119303200266
236,0.000138345936224457,0.040650276256251
237,0.000177908249405209,0.0408281845056562
238,9.88619848406452e-05,0.0409270464904969
239,5.932922384147e-05,0.0409863757143384
240,9.88885332015577e-05,0.0410852642475399
241,0.000118683661668305,0.0412039479092082
242,9.8918360962548e-05,0.0413028662701708
243,7.91430060297152e-05,0.0413820092762005
244,9.89401119864813e-05,0.041480949388187
245,9.89514312842096e-05,0.0415799008194712
246,5.93781662573123e-05,0.0416392789857285
247,9.89713959002048e-05,0.0417382503816287
248,0.000178183116596453,0.0419164334982251
249,0.000158425460742635,0.0420748589589678
250,4.95219364961205e-05,0.0421243808954639
251,4.95219364961205e-05,0.04217390283196
252,5.94378442066515e-05,0.0422333406761667
253,5.94450068751445e-05,0.0422927856830418
254,7.92682133552852e-05,0.0423720538963971
255,0.000118920430501768,0.0424909743268989
256,0.000138772520564476,0.0426297468474633
257,7.93208369937182e-05,0.0427090676844571
258,9.91610636972146e-05,0.0428082287481543
259,0.000119005003300109,0.0429272337514544
260,5.9515458415281e-05,0.0429867492098697
261,4.96031968164889e-05,0.0430363524066862
262,4.96031968164889e-05,0.0430859556035026
263,0.000119058451596515,0.0432050140550992
264,3.96948269715258e-05,0.0432447088820707
265,3.96948269715258e-05,0.0432844037090422
266,7.93979476023735e-05,0.0433638016566446
267,7.9404149219954e-05,0.0434432058058645
268,7.94123399235902e-05,0.0435226181457881
269,7.94221913933552e-05,0.0436020403371815
270,7.94328515633796e-05,0.0436814731887449
271,5.95813047613442e-05,0.0437410544935062
272,3.97260588564513e-05,0.0437807805523627
273,5.9594244854827e-05,0.0438403747972175
274,7.9466972252501e-05,0.04391984176947
275,5.96068105897796e-05,0.0439794485800598
276,3.97436232723036e-05,0.0440191922033321
277,3.97478584917982e-05,0.0440589400618239
278,5.96261610928267e-05,0.0441185662229167
279,0.000119263933475201,0.0442378301563919
280,0.0001391590640566,0.0443769892204485
281,0.000119300675979497,0.044496289896428
282,7.95471136956702e-05,0.0445758370101237
283,7.95471136956702e-05,0.0446553841238193
284,0.000198906873876928,0.0448542909976963
285,0.000159165881843198,0.0450134568795395
286,7.96024705043002e-05,0.0450930593500438
287,9.95202008788748e-05,0.0451925795509226
288,0.000119434956591571,0.0453120145075142
289,0.000199104480028356,0.0455111189875426
290,0.000179209549514281,0.0456903285370568
291,5.97730604424002e-05,0.0457501015974992
292,9.96310975981199e-05,0.0458497326950974
293,0.0001594303926074,0.0460091630877048
294,0.000139521813692534,0.0461486849013973
295,0.000119625266841922,0.0462683101682392
296,0.000119639983483508,0.0463879501517227
297,7.97818588718219e-05,0.0464677320105946
298,5.98472721260665e-05,0.0465275792827206
299,5.98601956751724e-05,0.0465874394783958
300,5.98630448356285e-05,0.0466473025232314
301,3.99118975108331e-05,0.0466872144207423
302,9.97857668040836e-05,0.0467870001875463
303,4.98950134243947e-05,0.0468368952009707
304,4.98950134243947e-05,0.0468867902143951
305,5.98844228403561e-05,0.0469466746372355
306,4.99108921726416e-05,0.0469965855294081
307,4.99108921726416e-05,0.0470464964215808
308,6.98897106413826e-05,0.0471163861322221
309,6.98897106413826e-05,0.0471862758428635
310,9.98586882950681e-05,0.0472861345311586
311,7.99154263579696e-05,0.0473660499575166
312,0.000139862401022178,0.0475059123585387
313,9.99131446575222e-05,0.0476058255031963
314,3.33154374943176e-05,0.0476391409406906
315,3.33154374943107e-05,0.0476724563781849
316,3.33154374943176e-05,0.0477057718156792
317,0.000119947758586356,0.0478257195742656
318,9.99813726657584e-05,0.0479257009469313
319,0.000119990718011408,0.0480456916649427
320,0.000100008550160714,0.0481457002151034
321,3.00073443229923e-05,0.0481757075594264
322,3.00073443229923e-05,0.0482057149037494
323,2.00060568550653e-05,0.0482257209606045
324,2.00060568550722e-05,0.0482457270174596
325,4.00132798323918e-05,0.048285740297292
326,0.000100037155680674,0.0483857774529726
327,0.000120054592940191,0.0485058320459128
328,8.00551379338127e-05,0.0485858871838466
329,3.33619258436613e-05,0.0486192491096903
330,3.33619258436613e-05,0.048652611035534
331,3.33619258436613e-05,0.0486859729613776
332,8.00765299445449e-05,0.0487660494913222
333,4.00443902439721e-05,0.0488060938815661
334,8.00945121892105e-05,0.0488861883937554
335,0.000120152729931607,0.049006341123687
336,0.000180261317001856,0.0491866024406888
337,8.01273934811497e-05,0.04926672983417
338,8.01273934811428e-05,0.0493468572276511
339,8.01533269744747e-05,0.0494270105546256
340,6.01204510449552e-05,0.0494871310056705
341,4.00841589443604e-05,0.0495272151646149
342,6.01304281893297e-05,0.0495873455928042
343,6.01335858576302e-05,0.0496474791786619
344,6.01384193600896e-05,0.0497076175980219
345,6.01427665420512e-05,0.049767760364564
346,6.01427665420512e-05,0.049827903131106
347,0.00012029980152304,0.0499482029326291
348,0.000100274575707611,0.0500484775083367
349,8.02261407980426e-05,0.0501287036491347
350,0.000140413597774489,0.0502691172469092
351,0.000140421086363279,0.0504095383332725
352,4.0135791475937e-05,0.0504496741247484
353,0.000120423849845945,0.0505700979745944
354,0.000120432412354925,0.0506905303869493
355,6.02372410265506e-05,0.0507507676279759
356,5.02013642044719e-05,0.0508009689921803
357,5.02013642044719e-05,0.0508511703563848
358,6.02483938045434e-05,0.0509114187501894
359,6.02483938045503e-05,0.0509716671439939
360,0.000100432909543056,0.051072100053537
361,6.02734067262217e-05,0.0511323734602632
362,3.01414648968754e-05,0.0511625149251601
363,3.01414648968754e-05,0.0511926563900569
364,0.000100487568489779,0.0512931439585467
365,8.04003065758077e-05,0.0513735442651225
